"","Key","Value","freq"
"29970","a great mother's","day",9
"45811","a great new","year",7
"57443","a great night","of",6
"15523","a great number","of",14
"107289","a great one","for",4
"5617","a great opportunity","to",26
"138726","a great pair","of",4
"130504","a great piece","of",4
"1171","a great place","to",61
"139681","a great player","and",4
"143071","a great pleasure","to",4
"126513","a great race","for",4
"45344","a great resource","for",7
"144903","a great role","model",4
"40724","a great selection","of",8
"10915","a great sense","of",17
"9708","a great source","of",19
"36730","a great start","to",8
"101767","a great story","about",4
"106582","a great supporter","of",4
"79882","a great team","and",5
"81924","a great thing","to",5
"4183","a great time","at",31
"85574","a great tool","for",5
"94442","a great view","of",5
"157","a great way","to",172
"62016","a great week","and",6
"23199","a great weekend","everyone",11
"42386","a great year","for",8
"74673","a greater emphasis","on",5
"94417","a greater or","lesser",5
"127365","a greater sense","of",4
"35030","a greater share","of",8
"108691","a greater understanding","of",4
"142726","a green light","to",4
"93674","a grocery store","in",5
"136766","a group led","by",4
"1718","a group of","people",50
"37346","a group that","has",8
"64638","a growing body","of",6
"95466","a growing list","of",5
"2241","a growing number","of",44
"71662","a guest designer","for",5
"118008","a guest of","the",4
"44460","a guest on","the",7
"127863","a guide to","the",4
"105281","a guided tour","of",4
"115453","a gun and","a",4
"41557","a gunshot wound","to",8
"21251","a guy in","a",12
"68169","a guy like","that",6
"106154","a guy that","i",4
"46057","a guy who","has",7
"36934","a guy with","a",8
"118441","a habitat for","humanity",4
"18063","a half an","hour",13
"41077","a half cent","sales",8
"25776","a half century","ago",10
"134762","a half dozen","other",4
"144532","a half gallon","of",4
"45597","a half hour","after",7
"38157","a half hours","of",8
"73487","a half marathon","in",5
"87048","a half million","dollars",5
"90182","a half of","the",5
"102419","a half ounce","of",4
"55570","a half year","old",6
"53568","a half years","of",6
"11808","a hall of","fame",17
"82904","a hand full","of",5
"112029","a hand in","this",4
"11632","a handful of","other",17
"44551","a handle on","the",7
"91303","a happily ever","after",5
"58619","a happy and","healthy",6
"76318","a happy mother's","day",5
"17457","a happy new","year",13
"97773","a happy th","birthday",4
"118631","a hard boiled","egg",4
"68923","a hard enough","time",6
"11561","a hard look","at",17
"107718","a hard one","to",4
"45988","a hard thing","to",7
"15496","a hard time","getting",14
"73368","a hat trick","in",5
"136107","a head coach","and",4
"140804","a head in","the",4
"62266","a head start","on",6
"64395","a head to","head",6
"70040","a healthy amount","of",5
"18106","a healthy dose","of",13
"15353","a hearing on","the",14
"32711","a heart attack","in",9
"20794","a heart of","gold",12
"62080","a heart to","heart",6
"42744","a heavy dose","of",7
"3540","a heck of","a",34
"120740","a height of","feet",4
"125065","a hero to","many",4
"79019","a high ankle","sprain",5
"59634","a high degree","of",6
"9204","a high level","of",19
"124320","a high number","of",4
"62096","a high of","degrees",6
"49605","a high percentage","of",7
"106233","a high priority","for",4
"63524","a high rate","of",6
"13930","a high school","student",15
"137833","a high standard","of",4
"89406","a high value","on",5
"19526","a higher level","of",12
"26913","a higher percentage","of",10
"27462","a higher rate","than",10
"47160","a higher risk","of",7
"43198","a higher standard","than",7
"85437","a highlight of","the",5
"62520","a hint of","the",6
"48432","a history of","violence",7
"10041","a hit and","run",18
"71520","a hit with","the",5
"140203","a hobby of","mine",4
"113762","a hold of","me",4
"1763","a hole in","the",49
"133439","a homage to","the",4
"67754","a home and","home",6
"19435","a home assessed","at",12
"94480","a home away","from",5
"113258","a home for","the",4
"4131","a home in","the",31
"73861","a home loss","to",5
"28318","a home on","the",10
"83515","a home run","in",5
"68928","a home with","a",6
"105015","a horse in","the",4
"126601","a hospital for","treatment",4
"129539","a hospital where","he",4
"15754","a host of","other",14
"82751","a hot button","issue",5
"89358","a hot cup","of",5
"50383","a hot summer","day",7
"80985","a hot tin","roof",5
"108178","a hot yoga","class",4
"72273","a house fire","in",5
"24367","a house full","of",11
"16784","a house in","the",13
"104250","a house of","prayer",4
"128538","a house on","the",4
"68184","a house with","a",6
"54363","a hug and","a",6
"5514","a huge amount","of",26
"129678","a huge benefit","to",4
"62344","a huge chunk","of",6
"35400","a huge difference","in",8
"1093","a huge fan","of",63
"24806","a huge impact","on",11
"108146","a huge improvement","over",4
"109911","a huge increase","in",4
"85666","a huge influence","on",5
"25896","a huge number","of",10
"3078","a huge part","of",37
"134594","a huge percentage","of",4
"47614","a huge range","of",7
"19329","a huge role","in",12
"88589","a huge selection","of",5
"80459","a huge smile","on",5
"54915","a huge success","and",6
"5456","a huge thank","you",26
"60693","a huge thanks","to",6
"90487","a huge variety","of",5
"122719","a human being","and",4
"115349","a hundred years","ago",4
"21533","a hurry to","get",11
"68510","a husband and","wife",6
"78915","a i don't","know",5
"76668","a i have","a",5
"85441","a i want","to",5
"105631","a in chance","of",4
"84664","a inch springform","pan",5
"117595","a incident in","which",4
"36279","a interview with","the",8
"109747","a jack of","all",4
"85593","a job and","a",5
"7154","a job as","a",22
"61874","a job at","a",6
"116840","a job for","you",4
"15506","a job in","the",14
"123692","a job or","a",4
"115657","a job that","is",4
"16882","a job to","do",13
"17052","a job well","done",13
"77968","a job where","i",5
"44139","a job with","the",7
"59579","a joint session","of",6
"38827","a joint venture","with",8
"18668","a joy to","watch",13
"47007","a judge on","the",7
"38231","a judge to","fix",8
"110763","a jump start","on",4
"64251","a jumping off","point",6
"97151","a junior and","senior",4
"123463","a junior in","high",4
"66143","a juvenile detention","center",6
"129738","a keen interest","in",4
"30517","a key component","of",9
"56617","a key factor","in",6
"113183","a key feature","of",4
"30110","a key figure","in",9
"118271","a key for","the",4
"100067","a key indicator","of",4
"130706","a key measure","of",4
"144049","a key member","of",4
"8542","a key part","of",20
"61681","a key piece","of",6
"82407","a key player","in",5
"8606","a key role","in",20
"11294","a key to","the",17
"68019","a kick in","the",6
"5460","a kick out","of",26
"63851","a kid and","i",6
"112612","a kid i","thought",4
"76065","a kid in","a",5
"129944","a kid it","would",4
"138952","a kid with","a",4
"96062","a kind of","a",5
"97521","a king size","bed",4
"137344","a kiss in","the",4
"45004","a kiss on","the",7
"89246","a knee injury","and",5
"112971","a knee jerk","reaction",4
"76962","a knock at","the",5
"30254","a knock on","the",9
"108452","a knot and","hang",4
"72890","a know it","all",5
"14066","a labor of","love",15
"129755","a labour of","love",4
"117555","a lack of","a",4
"136451","a lady think","like",4
"129597","a lady with","a",4
"10343","a larceny was","reported",18
"12080","a large amount","of",16
"22138","a large bowl","and",11
"26017","a large chunk","of",10
"43948","a large collection","of",7
"103644","a large dutch","oven",4
"110419","a large frying","pan",4
"28682","a large group","of",10
"91019","a large majority","of",5
"7562","a large mixing","bowl",22
"91653","a large nonstick","skillet",5
"1212","a large number","of",60
"3661","a large part","of",33
"62395","a large percentage","of",6
"5260","a large portion","of",27
"27536","a large pot","of",10
"43170","a large quantity","of",7
"79998","a large role","in",5
"129923","a large saucepan","of",4
"68839","a large saute","pan",6
"134996","a large section","of",4
"49081","a large selection","of",7
"9490","a large skillet","over",19
"77272","a large sum","of",5
"87260","a large swath","of",5
"97308","a large tub","of",4
"124339","a larger group","of",4
"42487","a larger number","of",8
"68474","a larger share","of",6
"54048","a larger than","life",6
"78089","a last ditch","attempt",5
"41038","a laundry list","of",8
"77139","a law degree","from",5
"27306","a law enforcement","officer",10
"17431","a law professor","at",13
"85450","a law that","allows",5
"50549","a lawful stop","detention",7
"15579","a lawsuit against","the",14
"84745","a lawsuit filed","by",5
"21472","a lawyer for","the",12
"85306","a layer of","chocolate",5
"127179","a lead after","one",4
"62079","a lead early","in",6
"4438","a lead in","the",30
"34871","a lead into","the",9
"114238","a lead over","the",4
"80245","a lead with","remaining",5
"102281","a leader and","a",4
"12991","a leader in","the",16
"19013","a leader of","the",12
"93042","a leading role","in",5
"120815","a leadoff walk","in",4
"108746","a league of","their",4
"19391","a leap of","faith",12
"94486","a learning curve","for",5
"17168","a leave of","absence",13
"100618","a leg up","on",4
"120082","a legal right","to",4
"115930","a lengthy criminal","record",4
"92212","a less than","stellar",5
"124553","a lesson on","how",4
"139083","a lesson or","two",4
"85935","a lesson to","be",5
"16095","a letter from","the",14
"55442","a letter in","the",6
"55193","a letter of","intent",6
"87999","a letter sent","to",5
"1247","a letter to","the",59
"32640","a level playing","field",9
"74024","a license to","use",5
"126340","a lid on","the",4
"137930","a lieutenant in","the",4
"73308","a life filled","with",5
"99143","a life full","of",4
"144619","a life in","the",4
"26409","a life of","its",10
"57023","a life sentence","for",6
"82287","a life that","is",5
"105562","a life well","lived",4
"85765","a lifelong love","of",5
"92329","a lifelong resident","of",5
"85612","a lifetime supply","of",5
"73526","a light at","the",5
"116462","a light bulb","moment",4
"113210","a light dusting","of",4
"25802","a light on","the",10
"9104","a limited amount","of",19
"8638","a limited number","of",20
"118904","a limited time","only",4
"136876","a line from","the",4
"111363","a line if","you",4
"34442","a line in","the",9
"55654","a link back","to",6
"37044","a link between","the",8
"50437","a link in","the",7
"73807","a link on","the",5
"2253","a link to","the",44
"2901","a list of","the",38
"41958","a little about","the",8
"119226","a little after","p",4
"89222","a little and","then",5
"21131","a little at","a",12
"88769","a little behind","on",5
"33050","a little better","than",9
"131024","a little bigger","than",4
"49","a little bit","of",303
"60758","a little boy","who",6
"85235","a little break","from",5
"72284","a little but","i",5
"26763","a little closer","to",10
"23911","a little different","than",11
"44965","a little difficult","to",7
"85903","a little disappointed","with",5
"58171","a little easier","to",6
"52114","a little extra","time",7
"83733","a little faster","than",5
"122802","a little fun","with",4
"73313","a little further","down",5
"33959","a little girl","who",9
"129338","a little goes","a",4
"11638","a little hard","to",17
