"","Key","Value","freq"
"274355","att","accuracy",6
"73867","attach","the",23
"5396","attached","to",267
"148217","attaching","the",11
"37689","attachment","to",45
"9224","attack","on",168
"27124","attacked","by",62
"35976","attacking","the",47
"16551","attacks","on",99
"188045","attain","the",9
"1610","attempt","to",727
"7166","attempted","to",210
"4752","attempting","to",298
"5338","attempts","to",269
"8784","attend","the",175
"65375","attendance","at",26
"192719","attendant","and",8
"165166","attendants","and",10
"9789","attended","the",160
"131959","attendees","will",12
"14589","attending","the",111
"203195","attends","a",8
"1957","attention","to",622
"185757","attentive","to",9
"70535","attest","to",24
"130360","attic","and",13
"194766","attire","is",8
"33239","attitude","and",51
"81647","attitudes","and",21
"4441","attorney","general",317
"12424","attorney's","office",129
"40901","attorneys","for",41
"243596","attorneys'","fees",6
"53372","attract","the",32
"18748","attracted","to",88
"193443","attracting","the",8
"50428","attraction","to",34
"173363","attractions","and",9
"42688","attractive","to",40
"136191","attracts","a",12
"79263","attributable","to",21
"259150","attribute","to",6
"20753","attributed","to",80
"132465","attributes","of",12
"64164","attuned","to",26
"135529","au","prince",12
"175166","aubrey","huff",9
"69565","auburn","hills",24
"71336","auction","and",24
"165705","auctioned","off",10
"146271","auctions","and",11
"119814","audacity","to",14
"244918","audi","and",6
"28707","audience","and",59
"108868","audiences","in",15
"72317","audio","and",23
"59740","audit","of",28
"57281","audition","for",29
"168060","auditioned","for",10
"71619","auditioning","for",23
"77332","auditions","for",22
"89518","auditor","frank",19
"89014","auditor's","office",19
"196924","auditorium","and",8
"256228","auditors","found",6
"98115","audrey","hepburn",17
"159071","audubon","society",10
"252636","augment","the",6
"234349","augmented","by",7
"24302","august","and",69
"72651","augusta","national",23
"242939","aung","san",6
"73776","aunt","and",23
"126480","aunts","and",13
"149947","aura","of",11
"218774","aurora","is",7
"142467","auspices","of",11
"227267","austen","s",7
"51372","austerity","measures",33
"39636","austin","texas",43
"33560","australia","and",50
"232016","australian","open",7
"167226","austria","and",10
"119972","authentic","and",14
"157657","authenticity","of",10
"3577","author","of",379
"120627","authored","by",14
"6043","authorities","said",243
"10123","authority","to",155
"122299","authorize","the",13
"32473","authorized","to",52
"150612","authorizing","the",11
"38921","authors","and",43
"273286","authorship","and",6
"70878","autism","and",24
"227848","autistic","children",7
"24796","auto","industry",67
"186302","autobiography","of",9
"259369","autograph","and",6
"197033","autographs","and",8
"224044","autoimmune","disease",7
"170243","automaker","to",9
"223908","automakers","to",7
"207528","automated","system",8
"104914","automatic","transmission",16
"171161","automatically","be",9
"194994","automobile","accident",8
"140240","automotive","industry",12
"128466","autonomy","and",13
"244763","autopsy","revealed",6
"159265","autumn","and",10
"101998","autzen","stadium",16
"212289","ava","and",7
"27639","availability","of",61
"3339","available","to",399
"108566","avalanche","of",15
"272189","avalon","and",6
"38844","avant","garde",44
"192953","avatar","is",8
"184031","ave","and",9
"161196","avenge","the",10
"73231","avengers","was",23
"9933","avenue","and",158
"132672","avenues","for",12
"5169","average","of",277
"129646","averaged","points",13
"84973","averaging","points",20
"184903","averse","to",9
"61236","aversion","to",28
"235996","avery","and",7
"247372","avi","is",6
"76025","aviation","administration",22
"105731","avid","reader",16
"254300","avila","said",6
"58360","avocado","and",29
"8941","avoid","the",173
"208103","avoidance","of",8
"75241","avoided","the",22
"54675","avoiding","the",31
"115432","avoids","the",14
"44314","avon","lake",38
"54611","aw","thanks",31
"59628","await","the",28
"272117","awaited","the",6
"48087","awaiting","the",35
"198160","awaits","the",8
"36927","awake","and",46
"244384","awaken","the",6
"161804","awakened","by",10
"10880","award","winning",145
"31207","awarded","the",54
"194848","awarding","the",8
"32449","awards","for",52
"2010","aware","of",608
"13857","awareness","of",116
"88682","awash","in",19
"408","away","from",2080
"37292","awe","of",45
"111555","awed","by",15
"17156","awesome","and",96
"127663","awesomeness","of",13
"37605","awful","lot",45
"193742","awfully","good",8
"78536","awhile","to",21
"14498","awkward","moment",112
"104112","awoke","to",16
"85182","aww","thanks",20
"116067","awww","thanks",14
"160826","axe","to",10
"170639","axis","of",9
"273340","aye","aye",6
"232991","ayman","al",7
"85869","ayn","rand",19
"9060","b","c",171
"122578","ba","ba",13
"197728","baba","yaga",8
"179376","babcock","said",9
"107170","babe","ruth",15
"178750","babeu","said",9
"32845","babies","are",51
"16058","baby","is",102
"69173","bachelor","s",24
"29448","bachelor's","degree",57
"115387","bachelorette","party",14
"253664","bachelors","degree",6
"164074","bachmann","and",10
"112","back","to",5182
"63233","backbone","of",27
"46646","backdrop","of",36
"16436","backed","by",100
"230693","backer","of",7
"146527","backers","of",11
"194597","backes","said",8
"25339","background","and",66
"76739","backgrounds","and",22
"52415","backing","of",32
"105671","backlash","against",16
"101005","backlog","of",16
"95170","backpack","and",18
"251841","backpacking","trip",6
"36287","backs","of",46
"138694","backseat","of",12
"168908","backside","of",10
"256976","backstage","at",6
"91523","backstreet","boys",18
"116219","backup","quarterback",14
"140912","backward","and",12
"88169","backwards","and",19
"64404","backyard","and",26
"20877","bacon","and",80
"83502","bacteria","and",20
"235055","bacterial","infection",7
"6281","bad","for",235
"142137","bader","ginsburg",11
"86495","badge","and",19
"229308","badges","for",7
"93118","badly","needed",18
"238262","baffert","who",7
"172605","baffled","by",9
"144674","baffles","me",11
"7160","bag","of",211
"247532","bagel","with",6
"240911","bagels","and",7
"120015","baggage","and",14
"118911","bagley","said",14
"211616","bagram","air",8
"19801","bags","of",84
"225691","bah","humbug",7
"57129","bail","out",30
"85599","bailed","out",20
"109024","bailey","and",15
"214783","bailing","out",7
"100796","bailout","fund",16
"282297","bailouts","and",6
"118975","bain","capital",14
"161412","bainbridge","township",10
"78382","bait","and",21
"119729","baja","california",14
"10204","bake","for",154
"24740","baked","goods",68
"91413","baker","said",18
"235219","baker's","twine",7
"221612","bakers","twine",7
"73809","bakery","and",23
"13840","baking","sheet",116
"217063","balafas","said",7
"14014","balance","of",115
"44929","balanced","budget",38
"197391","balances","the",8
"83869","balancing","the",20
"125674","balboa","park",13
"220320","balcony","and",7
"114937","bald","eagles",14
"114874","baldwin","wallace",14
"171031","bales","was",9
"162663","balk","at",10
"65979","balked","at",26
"9025","ball","and",172
"121320","ballad","of",14
"228924","ballard","and",7
"254756","ballast","water",6
"113768","ballet","and",15
"240050","ballistic","missiles",7
"182198","balloon","and",9
"231985","ballooned","to",7
"118951","balloons","and",14
"47827","ballot","measure",35
"146416","ballots","in",11
"116267","ballpark","in",14
"267410","ballroom","in",6
"51871","balsamic","vinegar",33
"265014","balsillie","said",6
"31948","baltimore","county",53
"192512","bamboo","shoots",8
"16082","ban","on",102
"68901","banana","bread",24
"60344","bananas","and",28
"253930","banas","said",6
"14575","band","and",111
"119858","banded","together",14
"207404","bandied","about",8
"34479","bands","and",49
"136380","bane","of",12
"47951","bang","theory",35
"64919","banged","up",26
"98539","banging","on",17
"208344","banh","mi",8
"280627","banish","the",6
"206070","banished","from",8
"5523","bank","of",261
"96872","bankers","and",17
"60031","banking","and",28
"162651","bankrupt","and",10
"39903","bankruptcy","protection",42
"14770","banks","and",110
"40011","banned","from",42
"92634","banner","and",18
"144295","banners","and",11
"274506","banning","the",6
"143684","banquet","center",11
"240254","banquettes","and",7
"244152","bans","on",6
"176017","banter","and",9
"178472","baptism","of",9
"23878","baptist","church",70
"248039","baptized","and",6
"8612","bar","and",179
"2937","barack","obama",440
"162794","barbara","and",10
"88547","barbecue","sauce",19
"90234","barbed","wire",19
"252786","barbeque","and",6
"163842","barber","shop",10
"179421","barbie","doll",9
"108076","barbra","streisand",15
"115416","barcelona","and",14
"148694","barclays","capital",11
"87212","bare","feet",19
"160251","barefoot","and",10
"52940","barely","a",32
"115042","bargain","for",14
"195662","bargained","for",8
"45071","bargaining","agreement",38
"265643","barged","into",6
"183789","barisan","nasional",9
"151431","bark","and",11
"125309","barking","and",13
"282162","barkley","and",6
"148390","barley","wine",11
"157971","barn","and",10
"190814","barnabas","medical",8
"22859","barnes","noble",73
"127140","barney","frank",13
"202752","barns","and",8
"230690","barometer","of",7
"138172","baron","davis",12
"41392","barrage","of",41
"59547","barred","from",28
"68458","barrel","of",25
"46584","barrels","of",36
"146351","barret","jackman",11
"267273","barrett","and",6
"215784","barricaded","himself",7
"221624","barricades","and",7
"74267","barrier","to",23
"72740","barriers","to",23
"120040","barring","a",14
"114721","barry","bonds",14
"18420","bars","and",89
"214358","bartender","is",7
"231849","bartolo","colon",7
"271960","barton","springs",6
"154604","basal","diet",10
"11157","base","of",142
"25289","baseball","and",66
"447","based","on",1967
"263124","baseline","road",6
"206482","baseman","ryan",8
"43590","basement","of",39
"25712","bases","loaded",65
"228488","bash","at",7
"108531","bashar","assad",15
"45073","basic","grey",38
"22325","basically","a",75
"50351","basics","of",34
"62894","basil","and",27
"262702","basilica","of",6
"195333","basin","and",8
"282835","basing","their",6
"14283","basis","for",113
"76302","bask","in",22
"53081","basket","and",32
"20256","basketball","team",82
"82421","baskets","and",20
"70269","basking","in",24
"252189","basmati","rice",6
"216449","basque","country",7
"37968","bass","and",44
"200280","bastille","day",8
"95088","bastion","of",18
"57907","bat","and",29
"11938","batch","of",134
"161379","batchelder","said",10
"59611","batches","of",28
"259203","bates","and",6
"35945","bath","and",47
"263972","bathe","and",6
"67620","bathed","in",25
"68418","bathing","suit",25
"26246","bathroom","and",64
"83395","bathrooms","and",20
"181546","baths","and",9
"226843","bathtub","and",7
"120146","batman","and",14
"61658","baton","rouge",27
"99965","bats","and",17
"127255","battalion","th",13
"118648","batted","in",14
"46047","batter","into",37
"106528","battered","and",16
"130921","batteries","and",13
"107835","batters","in",15
"79000","battery","life",21
"31731","batting","average",53
"9469","battle","of",164
"175573","battled","the",9
"114068","battleground","states",14
"104805","battles","of",16
"167906","battlestar","galactica",10
"94956","battling","for",18
"125888","batum","said",13
"171574","baxter","and",9
"5827","bay","area",251
"119457","bayern","munich",14
"208391","baylor","and",8
"218837","bayonne","and",7
"143508","bb","gun",11
"115140","bbc","s",14
"86905","bbq","sauce",19
"51491","bc","i",33
"120409","bcs","bowl",14
"88553","bday","party",19
"61","be","a",7646
"13811","beach","and",117
"57139","beaches","and",30
"275552","beachwood","place",6
"99088","beacon","of",17
"61988","beads","and",27
"177315","beam","and",9
"159949","beams","and",10
"72605","bean","and",23
"15220","beans","and",107
"27707","bear","the",61
"84902","beard","and",20
"262014","bearded","man",6
"219982","beards","and",7
"170975","bearer","of",9
"54951","bearing","the",31
"52520","bears","and",32
"102626","beast","and",16
"19743","beastie","boys",84
"235068","beasts","and",7
"5053","beat","the",283
"70322","beaten","and",24
"24201","beating","the",69
"137751","beatles","and",12
"90397","beats","a",18
"6122","beautiful","and",240
"83147","beautifully","and",20
"7686","beauty","of",197
"146217","beaux","arts",11
"184756","beaver","creek",9
"120564","beavers","are",14
"256174","beaverton","hillsdale",6
"2218","became","a",559
"211","because","of",3332
"133505","beck","and",12
"208501","becker","said",8
"215093","beckett","was",7
"276850","beckham","and",6
"268061","beckman","said",6
"1029","become","a",1075
